from,to,distance
bkp116t,bkp125t,13.048894384522683
bkp116t,bkp128t,26.2152204888481
bkp116t,bkp127t,23.041329236333702
bkp116t,bkp129t,33.18662250832769
bkp116t,bkp130t,10.521542749772323
bkp116t,bkp131t,14.169154245550216
bkp116t,bkp133t,7.789303826832258
bkp116t,bkp56t,4.1972280796486
bkp116t,bkp57t,12.716933273079535
bkp116t,bkp58t,14.955657022071577
bkp116t,bkp59t,5.846648806113156
bkp116t,bkp60t,5.057109063475777
bkp116t,bkp62t,9.06316221479004
bkp116t,bkp61t,7.10822584442497
bkp116t,bkp64t,7.264643364707725
bkp116t,bkp66t,9.100570673140014
bkp116t,bkp67t,11.496944141145342
bkp116t,bkp69t,14.524961174689913
bkp116t,bkp70t,9.151065555858368
bkp116t,bkp65t,8.701999765814486
bkp116t,bkp71t,13.460574833345294
bkp116t,bkp72t,17.702861056511143
bkp116t,bkp74t,12.16058525756137
bkp116t,bkp73t,4.876747227673865
bkp116t,bkp80t,33.58322992108587
bkp116t,bkp79t,23.6408376734999
bkp116t,bkp81t,16.091086257862244
bkp116t,bkp78t,26.43324936699855
bkp116t,bkp77t,14.725671132790144
bkp116t,bkp82t,13.690911301235996
bkp116t,bkp76t,10.952345715162297
bkp116t,bkp75t,14.959819250413226
bkp116t,o26,54.21604009625777
bkp116t,14t,27.778937124344985
bkp116t,18t,23.565061348704777
bkp116t,17t,17.85934991316146
bkp116t,08t,15.875605507925846
bkp116t,22t,11.712384519288193
bkp116t,13t,5.955074733996347
bkp116t,20t,26.59856884265752
bkp116t,81t,54.10199364478364
bkp116t,o10,11.106696714854865
bkp116t,bkp98t,8.549227259018876
bkp116t,bkp97t,9.254256351086443
bkp116t,bkp99t,14.704607105733597
bkp116t,bkp95t,1.9789982013765715
bkp116t,bkp93t,4.29182842718444
bkp116t,27t,42.531192803873886
bkp116t,16t,20.747963179508535
bkp116t,bkp96t,5.628164146386273
bkp116t,bkp92t,7.737614938407193
bkp116t,bkp91t,18.504804232478534
bkp116t,bkp89t,26.319199470715144
bkp116t,bkp87t,22.7109391643664
bkp116t,bkp85t,9.896098579686491
bkp116t,19t,35.61226086553905
bkp116t,o63,16.43999941279591
bkp116t,bkp90t,27.28698615836406
bkp116t,bkp88t,14.607801066833614
bkp116t,bkp86t,14.235927156023315
bkp116t,bkp94t,11.457331124554896
bkp116t,bkp84t,12.417953104728635
bkp116t,bkp83t,10.193592820585845
bkp116t,bkp63t,3.7371891784306603
bkp117t,02t,19.423146051844995
bkp117t,03t,27.981572646858975
bkp117t,11t,13.950858422256323
bkp117t,12t,12.826211735091938
bkp117t,50t,14.687396064321222
bkp117t,52t,19.703477521750376
bkp117t,53t,14.141923388345042
bkp117t,54t,14.580158449414897
bkp117t,59t,17.047634458240026
bkp117t,61t,10.322203368264827
bkp117t,bkp100t,10.80878068024835
bkp117t,bkp101t,19.56841182934426
bkp117t,bkp102t,19.48354782288968
bkp117t,bkp103t,20.816153497181308
bkp117t,bkp104t,27.564700076945634
bkp117t,bkp105t,24.910962973726257
bkp117t,bkp112t,17.47326680460153
bkp117t,bkp114t,14.076331184089309
bkp117t,bkp116t,17.710168026768063
bkp117t,bkp117t,0.0
bkp117t,bkp118t,11.0885139413879
bkp117t,bkp119t,11.506606825863914
bkp117t,bkp121t,19.100735827024124
bkp117t,bkp120t,28.692541856243874
bkp117t,bkp122t,12.285443976960185
bkp117t,bkp123t,18.064684240652028
bkp117t,bkp124t,23.12496955877782
bkp117t,bkp126t,30.203579807973817
bkp117t,bkp125t,11.034512115576408
bkp117t,bkp128t,13.150174379632443
bkp117t,bkp127t,34.25678247091771
bkp117t,bkp129t,27.99195761947336
bkp117t,bkp130t,21.614209256277007
bkp117t,bkp131t,15.792946003057166
bkp117t,bkp133t,20.378643493115845
bkp117t,bkp56t,15.034722837494598
bkp117t,bkp57t,6.900485785881293
bkp117t,bkp58t,17.1286687299457
bkp117t,bkp59t,16.094316703822436
bkp117t,bkp60t,18.387815647515616
bkp117t,bkp62t,17.21296489427546
bkp117t,bkp61t,17.88792052930001
bkp117t,bkp64t,10.535564101967507
bkp117t,bkp66t,14.308498596891262
bkp117t,bkp67t,15.056848384426923
bkp117t,bkp69t,12.718949436531881
bkp117t,bkp70t,9.64591540257283
bkp117t,bkp65t,15.520274248276644
bkp117t,bkp71t,4.863030930829128
bkp117t,bkp72t,3.792550685065312
bkp117t,bkp74t,25.76962180408242
bkp117t,bkp73t,20.344466920385514
bkp117t,bkp80t,28.366217914017657
bkp117t,bkp79t,39.40845206599032
bkp117t,bkp81t,1.8441921393609322
bkp117t,bkp78t,13.48293940242092
bkp117t,bkp77t,12.265571974841126
bkp117t,bkp82t,19.38364088485489
bkp117t,bkp76t,8.818275456836025
bkp117t,bkp75t,23.01080626849018
bkp117t,o26,58.60537922679182
bkp117t,14t,37.081468110569
bkp117t,18t,12.26813162732284
bkp117t,17t,15.074478199264373
bkp117t,08t,13.317703101097985
bkp117t,22t,28.334242940606817
bkp117t,13t,23.587442709550228
bkp117t,20t,39.40820156532136
bkp117t,81t,67.66018592144218
bkp117t,o10,9.007542238109762
bkp117t,bkp98t,21.86690189220374
bkp117t,bkp97t,23.99196508479096
bkp117t,bkp99t,9.266735488487708
bkp117t,bkp95t,19.233330155624575
bkp117t,bkp93t,13.436589586474303
bkp117t,27t,45.83447734326689
bkp117t,16t,13.471763199871429
bkp117t,bkp96t,14.210121735475155
bkp117t,bkp92t,19.797234239219733
bkp117t,bkp91t,18.588912530812408
bkp117t,bkp89t,34.879884410305735
bkp117t,bkp87t,34.03540537913311
bkp117t,bkp85t,21.633323313072175
bkp117t,19t,17.92759648488921
bkp117t,o63,6.75556375035353
bkp117t,bkp90t,32.02582634686559
bkp117t,bkp88t,23.07334656394672
bkp117t,bkp86t,27.69362292993873
bkp117t,bkp94t,8.972681929858872
bkp117t,bkp84t,21.1146515928015
bkp117t,bkp83t,18.687194063981682
bkp117t,bkp63t,17.624815833891066
bkp118t,02t,26.370259440381467
bkp118t,03t,37.34543440730151
bkp118t,11t,17.347591288381487
bkp118t,12t,20.937084891524325
bkp118t,50t,21.46082412070422
bkp118t,52t,26.85173835994193
bkp118t,53t,15.429375292299044
bkp118t,54t,19.237325542761443
bkp118t,59t,21.057633373977925
bkp118t,61t,12.692849209139915
bkp118t,bkp100t,7.214036102945486
bkp118t,bkp101t,11.205846933275312
bkp118t,bkp102t,28.43111940788421
bkp118t,bkp103t,24.77815220643102
bkp118t,bkp104t,35.68210006648762
bkp118t,bkp105t,34.02646322814536
bkp118t,bkp112t,26.009250114019434
bkp118t,bkp114t,20.88382356406611
bkp118t,bkp116t,19.73172214489577
bkp118t,bkp117t,11.0885139413879
bkp118t,bkp118t,0.0
bkp118t,bkp119t,18.209960438987398
bkp118t,bkp121t,28.797554449222545
bkp118t,bkp120t,25.580312632514563
bkp118t,bkp122t,19.135451174192724
bkp118t,bkp123t,20.24357021540586
bkp118t,bkp124t,28.54344825270901
bkp118t,bkp126t,38.50918226916104
bkp118t,bkp125t,6.800665693644311
bkp118t,bkp128t,7.052067321080275
bkp118t,bkp127t,41.09342568273447
bkp118t,bkp129t,17.045704810153694
bkp118t,bkp130t,17.593507492715762
bkp118t,bkp131t,24.697984138923918
bkp118t,bkp133t,25.64138994884487
bkp118t,bkp56t,19.363372867817702
bkp118t,bkp57t,15.596969850688113
bkp118t,bkp58t,26.07178212035891
bkp118t,bkp59t,21.3937394668232
bkp118t,bkp60t,22.917700934161445
bkp118t,bkp62t,23.857502750141897
bkp118t,bkp61t,23.51727857555809
bkp118t,bkp64t,13.65977785158263
bkp118t,bkp66t,21.352505089562626
bkp118t,bkp67t,23.070724085569562
bkp118t,bkp69t,22.16985238507397
bkp118t,bkp70t,16.154782370664748
bkp118t,bkp65t,22.262996361348666
bkp118t,bkp71t,9.465476212939972
bkp118t,bkp72t,14.806558390400829
bkp118t,bkp74t,22.09577651036502
bkp118t,bkp73t,19.686373562256755
bkp118t,bkp80t,17.430943687480024
bkp118t,bkp79t,35.69506528839851
bkp118t,bkp81t,11.853246412732657
bkp118t,bkp78t,7.1732104606207105
bkp118t,bkp77t,5.720887005838301
bkp118t,bkp82t,27.423226043032287
bkp118t,bkp76t,9.177804748147523
bkp118t,bkp75t,16.627396637534872
bkp118t,o26,68.44610839603867
bkp118t,14t,44.87051689726191
bkp118t,18t,23.332686322897583
bkp118t,17t,25.205642744318382
bkp118t,08t,23.132257453680868
bkp118t,22t,26.749469572912208
bkp118t,13t,24.33251974804477
bkp118t,20t,33.245641728022115
bkp118t,81t,73.5255209601953
bkp118t,o10,8.91123084602893
bkp118t,bkp98t,19.171013311264122
bkp118t,bkp97t,21.59321333020769
bkp118t,bkp99t,5.077108000590839
bkp118t,bkp95t,21.694204668727632
bkp118t,bkp93t,16.5900870850136
bkp118t,27t,55.80675446286801
bkp118t,16t,24.360390504932386
bkp118t,bkp96t,14.224862512472034
bkp118t,bkp92t,25.223003950418946
bkp118t,bkp91t,28.344518624241374
bkp118t,bkp89t,42.90648152704281
bkp118t,bkp87t,40.81167350455352
bkp118t,bkp85t,27.467643938930873
bkp118t,19t,22.845103938209554
bkp118t,o63,17.31882230301251
bkp118t,bkp90t,41.282016602774924
bkp118t,bkp88t,30.483672903368088
bkp118t,bkp86t,33.10144020313394
bkp118t,bkp94t,17.16578976954377
bkp118t,bkp84t,28.217516602747285
bkp118t,bkp83t,25.503238686618552
bkp118t,bkp63t,21.66107411067307
bkp119t,02t,8.29925035890205
bkp119t,03t,19.626039975091206
bkp119t,11t,5.122889980735638
bkp119t,12t,3.3677966035678732
bkp119t,50t,3.3469491788081744
bkp119t,52t,8.717837682027263
bkp119t,53t,7.7279995773219525
bkp119t,54t,3.9871516652191334
bkp119t,59t,6.367007506979689
bkp119t,61t,6.619278598022567
bkp119t,bkp100t,12.643199625895695
bkp119t,bkp101t,20.64537615232133
bkp119t,bkp102t,10.717699768282007
bkp119t,bkp103t,9.708120085153656
bkp119t,bkp104t,17.47429055312909
bkp119t,bkp105t,16.204388070873268
bkp119t,bkp112t,8.128216711768275
bkp119t,bkp114t,2.7366820187066883
bkp119t,bkp116t,8.63614995952507
bkp119t,bkp117t,11.506606825863914
bkp119t,bkp118t,18.209960438987398
bkp119t,bkp119t,0.0
bkp119t,bkp121t,11.965309901921612
bkp119t,bkp120t,22.05016244557971
bkp119t,bkp122t,0.9258230669367579
bkp119t,bkp123t,8.727736108005223
bkp119t,bkp124t,11.6190466636641
bkp119t,bkp126t,20.309537609140605
bkp119t,bkp125t,13.188034722507545
bkp119t,bkp128t,23.163035197104126
bkp119t,bkp127t,23.237543752571558
bkp119t,bkp129t,34.40151531110795
bkp119t,bkp130t,17.370038250608186
bkp119t,bkp131t,7.303045139338209
bkp119t,bkp133t,8.889553108834866
bkp119t,bkp56t,4.60547572349043
bkp119t,bkp57t,4.911340104217121
bkp119t,bkp58t,8.54782990022928
bkp119t,bkp59t,4.747158887250378
bkp119t,bkp60t,7.198534624642563
bkp119t,bkp62t,5.877998186243152
bkp119t,bkp61t,6.3891948704971995
bkp119t,bkp64t,5.613179134145781
bkp119t,bkp66t,3.152200769489908
bkp119t,bkp67t,5.063396688749034
bkp119t,bkp69t,6.330269314368304
bkp119t,bkp70t,2.0958182906884613
bkp119t,bkp65t,4.188193351767072
bkp119t,bkp71t,9.114086153098677
bkp119t,bkp72t,10.12013338383724
bkp119t,bkp74t,20.166545915737604
bkp119t,bkp73t,13.07506315756566
bkp119t,bkp80t,34.803477751648224
bkp119t,bkp79t,32.27144187961214
bkp119t,bkp81t,9.665124046243188
bkp119t,bkp78t,23.45407124870044
bkp119t,bkp77t,15.229329824401932
bkp119t,bkp82t,9.255506330496923
bkp119t,bkp76t,9.524573736989371
bkp119t,bkp75t,20.899186493493335
bkp119t,o26,50.76355455448177
bkp119t,14t,26.70261832150845
bkp119t,18t,14.943438493977002
bkp119t,17t,9.919363544505025
bkp119t,08t,7.715149728572098
bkp119t,22t,20.347270519167505
bkp119t,13t,14.319644435427634
bkp119t,20t,34.74000075855868
bkp119t,81t,56.39170372159151
bkp119t,o10,9.881080245319728
bkp119t,bkp98t,16.190493413254405
bkp119t,bkp97t,17.492987965309396
bkp119t,bkp99t,13.510037038829324
bkp119t,bkp95t,9.348296382330641
bkp119t,bkp93t,5.286280049844745
bkp119t,27t,38.365734886400666
bkp119t,16t,12.215279402309559
bkp119t,bkp96t,9.208604063242856
bkp119t,bkp92t,8.298187970843111
bkp119t,bkp91t,11.664429530890015
bkp119t,bkp89t,24.70298242903485
bkp119t,bkp87t,22.98454867244919
bkp119t,bkp85t,10.15088331960646
bkp119t,19t,28.564327634144192
bkp119t,o63,8.120996958542463
bkp119t,bkp90t,23.401801393120085
bkp119t,bkp88t,12.32216363970483
bkp119t,bkp86t,16.201448478294477
bkp119t,bkp94t,3.0808807655668966
bkp119t,bkp84t,10.117683985754857
bkp119t,bkp83t,7.4726354692488
bkp119t,bkp63t,6.821198687480267
bkp121t,02t,8.927811243816082
bkp121t,03t,8.909270283562293
bkp121t,11t,16.36225525936158
bkp121t,12t,8.605631282731782
bkp121t,50t,10.170758619164342
bkp121t,52t,8.428474182569575
bkp121t,53t,19.365285716243122
bkp121t,54t,14.205853560084773
bkp121t,59t,15.16281623318412
bkp121t,61t,18.539894586567232
bkp121t,bkp100t,24.300296620565078
bkp121t,bkp101t,32.6017140912198
bkp121t,bkp102t,2.945681034022057
bkp121t,bkp103t,15.850758647020518
bkp121t,bkp104t,10.151638162065767
bkp121t,bkp105t,6.131185849555568
bkp121t,bkp112t,4.709684699570361
bkp121t,bkp114t,10.366744593103755
bkp121t,bkp116t,18.621457563155
bkp121t,bkp117t,19.100735827024124
bkp121t,bkp118t,28.797554449222545
bkp121t,bkp119t,11.965309901921612
bkp121t,bkp121t,0.0
bkp121t,bkp120t,31.893096971625162
bkp121t,bkp122t,11.241069740990714
bkp121t,bkp123t,18.431104127093942
bkp121t,bkp124t,13.564501079657894
bkp121t,bkp126t,12.147832720581794
bkp121t,bkp125t,24.825700779968837
bkp121t,bkp128t,32.23339191622631
bkp121t,bkp127t,18.182649242517684
bkp121t,bkp129t,45.63491383186278
bkp121t,bkp130t,28.733674397716914
bkp121t,bkp131t,4.694173070858729
bkp121t,bkp133t,13.04876704207291
bkp121t,bkp56t,14.699562910009751
bkp121t,bkp57t,13.200777248692523
bkp121t,bkp58t,3.673101385573778
bkp121t,bkp59t,12.776771863520686
bkp121t,bkp60t,14.263229781647388
bkp121t,bkp62t,9.753272193900122
bkp121t,bkp61t,11.978002719265024
bkp121t,bkp64t,17.562368787754323
bkp121t,bkp66t,9.781128808644995
bkp121t,bkp67t,7.283543093422309
bkp121t,bkp69t,6.627980244735136
bkp121t,bkp70t,13.50112895211014
bkp121t,bkp65t,9.931253889463818
bkp121t,bkp71t,19.34832455878214
bkp121t,bkp72t,15.683140993970124
bkp121t,bkp74t,30.779763676304363
bkp121t,bkp73t,23.498133145787012
bkp121t,bkp80t,46.03166284671177
bkp121t,bkp79t,41.0482847623579
bkp121t,bkp81t,17.59227099114865
bkp121t,bkp78t,32.56274555349773
bkp121t,bkp77t,26.838810646613286
bkp121t,bkp82t,5.8989818553496125
bkp121t,bkp76t,21.077825203191964
bkp121t,bkp75t,32.63171073402197
bkp121t,o26,39.682417441095836
bkp121t,14t,19.262923347393663
bkp121t,18t,12.813292765696064
bkp121t,17t,4.269850058435199
bkp121t,08t,5.790791271478231
bkp121t,22t,29.26028902490134
bkp121t,13t,22.73171398742517
bkp121t,20t,45.119931701189195
bkp121t,81t,51.1236693616596
bkp121t,o10,21.449078798597682
bkp121t,bkp98t,27.09763228213519
bkp121t,bkp97t,27.842737663151695
bkp121t,bkp99t,24.692463546862857
bkp121t,bkp95t,18.207978666767886
bkp121t,bkp93t,16.80228902285692
bkp121t,27t,27.00960687823169
bkp121t,16t,8.230343254576827
bkp121t,bkp96t,21.000949695967332
bkp121t,bkp92t,12.580458653960065
bkp121t,bkp91t,0.5490568836697199
bkp121t,bkp89t,16.876882402191043
bkp121t,bkp87t,18.09772006286155
bkp121t,bkp85t,12.086670468778891
bkp121t,19t,31.240250832900813
bkp121t,o63,12.43480683995149
bkp121t,bkp90t,12.961783962423775
bkp121t,bkp88t,8.736962692889591
bkp121t,bkp86t,16.007113207720696
bkp121t,bkp94t,11.766546008075572
bkp121t,bkp84t,8.812422817261343
bkp121t,bkp83t,9.231079089392171
bkp121t,bkp63t,15.143482272339963
bkp120t,02t,23.435921427436952
bkp120t,03t,36.15459359599077
bkp120t,11t,16.963967987804537
bkp120t,12t,24.747497297333922
bkp120t,50t,22.116125718161413
bkp120t,52t,24.067193873701054
bkp120t,53t,15.109350418683206
bkp120t,54t,18.37417345077327
bkp120t,59t,16.8142646882851
bkp120t,61t,18.609708991535584
bkp120t,bkp100t,19.354033344292525
bkp120t,bkp101t,16.557890244352766
bkp120t,bkp102t,29.390260167994327
bkp120t,bkp103t,16.489286743004918
bkp120t,bkp104t,31.06359436794858
bkp120t,bkp105t,33.09362465922966
bkp120t,bkp112t,27.183482312699912
bkp120t,bkp114t,22.150911898187722
bkp120t,bkp116t,13.575422019881271
bkp120t,bkp117t,28.692541856243874
bkp120t,bkp118t,25.580312632514563
bkp120t,bkp119t,22.05016244557971
bkp120t,bkp121t,31.893096971625162
bkp120t,bkp120t,0.0
bkp120t,bkp122t,22.232325932718357
bkp120t,bkp123t,13.640071563667469
bkp120t,bkp124t,20.53770731726026
bkp120t,bkp126t,33.48776769430614
bkp120t,bkp125t,19.501023876144284
bkp120t,bkp128t,32.61351180543613
bkp120t,bkp127t,31.083459801656648
bkp120t,bkp129t,32.45703318597927
bkp120t,bkp130t,7.988574454881167
bkp120t,bkp131t,27.62368028440799
bkp120t,bkp133t,19.435279926659536
bkp120t,bkp56t,17.76964842806755
bkp120t,bkp57t,25.44636055079064
bkp120t,bkp58t,28.282435002561957
bkp120t,bkp59t,19.238825491432817
bkp120t,bkp60t,17.650814826920257
bkp120t,bkp62t,22.143102880800846
bkp120t,bkp61t,19.941232271904585
bkp120t,bkp64t,18.760718590286263
bkp120t,bkp66t,22.645370991686104
bkp120t,bkp67t,24.977196916170044
bkp120t,bkp69t,28.094841793685195
bkp120t,bkp70t,22.109154924711827
bkp120t,bkp65t,22.124400195391807
bkp120t,bkp71t,23.848442553254895
bkp120t,bkp72t,29.846018601196416
bkp120t,bkp74t,3.543423403041164
bkp120t,bkp73t,8.99942728780487
bkp120t,bkp80t,32.79135314962697
bkp120t,bkp79t,10.71599337251426
bkp120t,bkp81t,27.481105262874017
bkp120t,bkp78t,32.70801593112649
bkp120t,bkp77t,19.914484021667082
bkp120t,bkp82t,26.479678108718304
bkp120t,bkp76t,20.039355089721287
bkp120t,bkp75t,10.636880976275638
bkp120t,o26,64.09854950915367
bkp120t,14t,36.558046624195015
bkp120t,18t,36.76988245092309
bkp120t,17t,31.426062056021554
bkp120t,08t,29.44967800235915
bkp120t,22t,3.872330337279559
bkp120t,13t,9.494198392664709
bkp120t,20t,13.303908527363554
bkp120t,81t,56.5032381185935
bkp120t,o10,19.9386925923441
bkp120t,bkp98t,6.856794314678379
bkp120t,bkp97t,4.745004432609168
bkp120t,bkp99t,21.842258664148197
bkp120t,bkp95t,13.68822501954762
bkp120t,bkp93t,16.97585390230832
bkp120t,27t,53.42972073222788
bkp120t,16t,34.255243499318766
bkp120t,bkp96t,14.565909622624764
bkp120t,bkp92t,19.722287826353977
bkp120t,bkp91t,31.836806380900693
bkp120t,bkp89t,35.78558430232342
bkp120t,bkp87t,30.721960570217806
bkp120t,bkp85t,21.171798641792638
bkp120t,19t,46.187803593616614
bkp120t,o63,29.31036018075572
bkp120t,bkp90t,38.613720948576706
bkp120t,bkp88t,26.20985263476595
bkp120t,bkp86t,22.449010917347504
bkp120t,bkp94t,24.604036111657756
bkp120t,bkp84t,24.45176351144906
bkp120t,bkp83t,22.885990888032026
bkp120t,bkp63t,16.768071671786128
bkp122t,02t,7.39284522072257
bkp122t,03t,18.75906906635705
bkp122t,11t,5.4539189136385415
bkp122t,12t,2.730843235236879
bkp122t,50t,2.455669039169632
bkp122t,52t,7.8011879618077655
bkp122t,53t,8.248544587453331
bkp122t,54t,3.9251663608831335
bkp122t,59t,6.120872042476939
bkp122t,61t,7.443758828491928
bkp122t,bkp100t,13.522106465181645
bkp122t,bkp101t,21.416199517032663
bkp122t,bkp102t,9.876243075473063
bkp122t,bkp103t,9.226412285965807
bkp122t,bkp104t,16.54966159196248
bkp122t,bkp105t,15.330995618936699
bkp122t,bkp112t,7.272836508622991
bkp122t,bkp114t,1.8392726308300897
bkp122t,bkp116t,8.709636800539277
bkp122t,bkp117t,12.285443976960185
bkp122t,bkp118t,19.135451174192724
bkp122t,bkp119t,0.9258230669367579
bkp122t,bkp121t,11.241069740990714
bkp122t,bkp120t,22.232325932718357
bkp122t,bkp122t,0.0
bkp122t,bkp123t,8.74549695378824
bkp122t,bkp124t,10.85499847833338
bkp122t,bkp126t,19.386356514547213
bkp122t,bkp125t,14.068643649174339
bkp122t,bkp128t,24.067862411586805
bkp122t,bkp127t,22.338455004320654
bkp122t,bkp129t,35.30132670353052
bkp122t,bkp130t,17.840186115516435
bkp122t,bkp131t,6.553762282372822
bkp122t,bkp133t,8.187984186226302
bkp122t,bkp56t,4.550916385084165
bkp122t,bkp57t,5.557700744119284
bkp122t,bkp58t,7.755410282578072
bkp122t,bkp59t,4.235149239531072
bkp122t,bkp60t,6.720234444222199
bkp122t,bkp62t,4.999490390910692
bkp122t,bkp61t,5.682753527117313
bkp122t,bkp64t,6.418112100021648
bkp122t,bkp66t,2.22852987435053
bkp122t,bkp67t,4.204930288897094
bkp122t,bkp69t,5.9257537455313365
bkp122t,bkp70t,3.0136149285663314
bkp122t,bkp65t,3.3005212100944905
bkp122t,bkp71t,10.026888678409293
bkp122t,bkp72t,10.705530543692968
bkp122t,bkp74t,20.476608723097566
bkp122t,bkp73t,13.304664017604248
bkp122t,bkp80t,35.70346454752328
bkp122t,bkp79t,32.33720080834805
bkp122t,bkp81t,10.441314129675451
bkp122t,bkp78t,24.36033513694485
bkp122t,bkp77t,16.11030288189851
bkp122t,bkp82t,8.340445466982034
bkp122t,bkp76t,10.423469407125669
bkp122t,bkp75t,21.49004515074056
bkp122t,o26,49.88220148415495
bkp122t,14t,25.778560818267575
bkp122t,18t,15.01521306519893
bkp122t,17t,9.44619966964347
bkp122t,08t,7.30756042947115
bkp122t,22t,20.380465266559476
bkp122t,13t,14.225640521805804
bkp122t,20t,35.04398541999795
bkp122t,81t,55.529243775978394
bkp122t,o10,10.777483330222044
bkp122t,bkp98t,16.544643410875185
bkp122t,bkp97t,17.740148297955983
bkp122t,bkp99t,14.426130556062235
bkp122t,bkp95t,9.227846750210665
bkp122t,bkp93t,5.731089805763372
bkp122t,27t,37.50788033378763
bkp122t,16t,12.039430174809093
bkp122t,bkp96t,9.806823204383683
bkp122t,bkp92t,7.581046648491039
bkp122t,bkp91t,10.964298882040715
bkp122t,bkp89t,23.777187462511648
bkp122t,bkp87t,22.088048404816575
bkp122t,bkp85t,9.347952545476272
bkp122t,19t,29.15020071304948
bkp122t,o63,8.494611885012613
bkp122t,bkp90t,22.513864260254657
bkp122t,bkp88t,11.400158914860773
bkp122t,bkp86t,15.408338471438004
bkp122t,bkp94t,3.584870386959985
bkp122t,bkp84t,9.204328504846488
bkp122t,bkp83t,6.575308378304582
bkp122t,bkp63t,6.5141944170892465
bkp123t,02t,10.602006478363835
bkp123t,03t,23.83073710396808
bkp123t,11t,4.175119990434573
bkp123t,12t,11.142788832469959
bkp123t,50t,8.48122005626934
bkp123t,52t,11.263609944330572
bkp123t,53t,4.819014504095442
bkp123t,54t,4.822004293692136
bkp123t,59t,3.2770168640460358
bkp123t,61t,8.229900533399348
bkp123t,bkp100t,13.091894807347565
bkp123t,bkp101t,17.586923129284692
bkp123t,bkp102t,16.12719877998891
bkp123t,bkp103t,5.134435574339363
bkp123t,bkp104t,19.65397921685358
bkp123t,bkp105t,20.516151285365705
bkp123t,bkp112t,13.750322690153219
bkp123t,bkp114t,8.512915138193963
bkp123t,bkp116t,0.5284453471071184
bkp123t,bkp117t,18.064684240652028
bkp123t,bkp118t,20.24357021540586
bkp123t,bkp119t,8.727736108005223
bkp123t,bkp121t,18.431104127093942
bkp123t,bkp120t,13.640071563667469
bkp123t,bkp122t,8.74549695378824
bkp123t,bkp123t,0.0
bkp123t,bkp124t,9.736971779596264
bkp123t,bkp126t,22.42366350578031
bkp123t,bkp125t,13.569489620837896
bkp123t,bkp128t,26.707330124449864
bkp123t,bkp127t,22.538563107008024
bkp123t,bkp129t,33.708647528936375
bkp123t,bkp130t,10.881558908535888
bkp123t,bkp131t,14.027100649737447
bkp123t,bkp133t,7.351558048678144
bkp123t,bkp56t,4.198766154249532
bkp123t,bkp57t,12.934585243716516
bkp123t,bkp58t,14.773829997215413
bkp123t,bkp59t,5.660198484557425
bkp123t,bkp60t,4.6768421409425445
bkp123t,bkp62t,8.807227028487521
bkp123t,bkp61t,6.792724331334529
bkp123t,bkp64t,7.668136021566385
bkp123t,bkp66t,9.005574053971712
bkp123t,bkp67t,11.363150897638377
bkp123t,bkp69t,14.500963195997796
bkp123t,bkp70t,9.356665119294302
bkp123t,bkp65t,8.538409695846726
bkp123t,bkp71t,13.871185664122644
bkp123t,bkp72t,17.966650153281236
bkp123t,bkp74t,12.355122799668418
bkp123t,bkp73t,5.100123755790515
bkp123t,bkp80t,34.10507742907375
bkp123t,bkp79t,23.592750640891527
bkp123t,bkp81t,16.425301175107027
bkp123t,bkp78t,26.927232747795607
bkp123t,bkp77t,15.251960380281078
bkp123t,bkp82t,13.406371929959434
bkp123t,bkp76t,11.43336029884719
bkp123t,bkp75t,15.36464624116483
bkp123t,o26,53.78984101540435
bkp123t,14t,27.29848139504375
bkp123t,18t,23.670715549690488
bkp123t,17t,17.78759603070475
bkp123t,08t,15.839946416633182
bkp123t,22t,11.636382069304451
bkp123t,13t,5.7026616541344435
bkp123t,20t,26.73245288001296
bkp123t,81t,53.57416228524378
bkp123t,o10,11.594046874048784
bkp123t,bkp98t,8.832442010343206
bkp123t,bkp97t,9.413237621160828
bkp123t,bkp99t,15.210803123098877
bkp123t,bkp95t,1.4556429862436058
bkp123t,bkp93t,4.62845770366056
bkp123t,27t,42.142029294941004
bkp123t,16t,20.768180199634372
bkp123t,bkp96t,6.15512298123925
bkp123t,bkp92t,7.326338626587199
bkp123t,bkp91t,18.3288895059068
bkp123t,bkp89t,25.855880983775492
bkp123t,bkp87t,22.20713655333197
bkp123t,bkp85t,9.453337468991492
bkp123t,19t,35.9494505884874
bkp123t,o63,16.62025368149704
bkp123t,bkp90t,26.905703491384635
bkp123t,bkp88t,14.212658145521862
bkp123t,bkp86t,13.718878354727948
bkp123t,bkp94t,11.608795836287731
bkp123t,bkp84t,12.045893573144307
bkp123t,bkp83t,9.88015257272923
bkp123t,bkp63t,3.412915736108588
bkp124t,02t,5.004926015754633
bkp124t,03t,15.702239346851584
bkp124t,11t,11.254429180145987
bkp124t,12t,11.145242468541536
bkp124t,50t,8.542392249803587
bkp124t,52t,5.29727982040842
bkp124t,53t,13.76726684989446
bkp124t,54t,9.328154250302072
bkp124t,59t,7.62101803427459
bkp124t,61t,15.85126019979652
bkp124t,bkp100t,21.80765654845303
bkp124t,bkp101t,27.303771843988347
bkp124t,bkp102t,10.631250907612541
bkp124t,bkp103t,4.680889780102353
bkp124t,bkp104t,10.556706908663205
bkp124t,bkp105t,12.853898307849379
bkp124t,bkp112t,9.529370552551846
bkp124t,bkp114t,9.127205786543326
bkp124t,bkp116t,10.222293853481183
bkp124t,bkp117t,23.12496955877782
